Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
Ecuador;ECU;GDP (current US$);NY.GDP.MKTP.CD;2069465326.42;1753850416.71;1518208221.23;1824344492.07;2244146867.90;2387048255.45;2429309513.81;2553596091.82;2582180794.19;3112166848.30;2862504170.00;2754220263.03;3185987234.84;3891755551.94;6599259421.00;7731677256.81;9091924304.83;11026346589.50;11922502170.64;14175166007.58;17881514682.88;21810767209.37;19929853574.61;17152483214.35;16912515183.28;17149094589.98;15314143988.06;13945431882.23;13051886552.34;13890828707.65;15239278100.35;16988535267.63;18094238119.06;18938717358.68;22708673336.67;24432884442.22;25226393196.60;28162053026.51;27981896948.47;19645272636.32;18327764882.44;24468324000.00;28548945000.00;32432858000.00;36591661000.00;41507085000.00;46802044000.00;51007777000.00;61762635000.00;62519686000.00;69555367000.00;79276664000.00;87924544000.00;95129659000.00;101726331000.00;99290381000.00;99937696000.00;104295862000.00;107562008000.00;107435665000.00
Egypt, Arab Rep.;EGY;GDP (current US$);NY.GDP.MKTP.CD;;;;;;4948667540.41;5278005611.91;5605484298.98;5932242990.65;6524455205.81;8042200452.15;8609283346.09;9299638055.84;10098534613.44;9228963224.60;11632178868.92;13315988083.42;14400806875.99;14811704063.07;18020571428.57;21669908177.07;22136081081.08;27655172413.79;30966239813.74;33971188991.61;39053502251.07;41253507951.36;40455616653.57;34980124929.02;39756299049.98;42978914311.35;37387836490.53;41855986519.42;46578631452.58;51897983392.65;60159245060.45;67629716981.13;78436578171.09;84828807556.08;90710704806.84;99838543960.08;96684636118.60;85146067415.73;80288461538.46;78782467532.47;89600665557.40;107426086956.52;130437828371.28;162818181818.18;189147005444.65;218983666061.71;235989672977.63;279116666666.67;288434108527.13;305595408895.27;329366576819.41;332441717791.41;235733695652.17;249712999437.25;303092255125.29
Euro area;EMU;GDP (current US$);NY.GDP.MKTP.CD;244896104747.98;269034553263.76;298896117577.02;335428228059.37;373120331332.93;407845696622.04;444997457138.38;483543249069.60;519125490808.44;579482266757.15;642870272975.84;728631782016.94;880208593110.67;1142685108120.21;1295885592532.96;1502576809244.29;1568104410401.42;1783667476515.56;2184191678846.43;2645854401363.86;2963319929222.72;2575360777647.00;2493440980012.83;2432534575144.27;2333292771636.38;2397100153441.77;3364199838684.01;4161029984600.46;4576289566013.91;4674511043068.41;5882985731385.23;6110858514458.96;6740490547716.28;6169116435462.44;6513051833711.73;7516521296230.29;7605554782291.42;6952385218063.23;7149193787843.13;7113969066290.85;6479499625836.77;6590446636963.66;7166146903956.65;8842875774260.72;10141431551374.20;10519142335365.40;11174369784984.60;12862413685145.50;14099137973401.20;12885825162594.80;12628837653379.80;13623185516340.30;12639557374481.50;13190250310518.00;13490553822082.70;11668482860489.50;11967164887075.70;12671044522003.40;13686889517984.10;13356063677260.50
Eritrea;ERI;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;477101651.65;467872714.76;531688311.69;578015625.00;693535954.19;686490090.14;745526154.93;688921325.71;706370815.58;752368495.51;729321366.65;870247703.18;1109054005.44;1098425900.74;1211161879.67;1317974491.06;1380188800.00;1856695551.22;1589515447.15;2065001626.02;;;;;;;;
Spain;ESP;GDP (current US$);NY.GDP.MKTP.CD;12072126075.40;13834300571.48;16138545209.25;19074913947.72;21343844643.73;24756958694.92;28721062242.16;31647119228.20;31475548481.41;36038711599.54;40992995008.32;46619420359.28;59132415221.33;78639525985.15;97274006345.54;114777046376.81;118507184779.91;132449277108.43;160599687500.00;214601955875.06;232766822928.75;202807891511.98;195996754505.53;170951185614.85;172102910370.52;180793463796.48;251321075204.94;318747935588.20;376160409941.44;414757056922.00;536558591250.41;577166174539.63;630916018202.50;525075636030.85;530562634455.35;614609020549.77;642588992512.81;590077272727.27;619214834614.10;634693160025.57;596877648793.07;627286800894.86;705394315829.10;905492099322.80;1067093369754.16;1153285660987.44;1259343871534.31;1472131125102.66;1625224842536.99;1485583495415.39;1420722034063.00;1478772824224.03;1324820091194.67;1354757433212.72;1369398844599.58;1195119269971.52;1232076017361.53;1312539279462.36;1422153839840.78;1393490524517.64
Estonia;EST;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4006983328.92;4116734613.10;4497823760.82;4780170373.26;5147710775.47;5665917232.17;5762048551.96;5694069842.44;6259257899.92;7372457379.67;9877636630.53;12144397515.53;14098326078.85;17012322167.86;22445583082.40;24371299252.97;19744110864.13;19693608289.08;23391530006.32;23192708981.84;25271406707.57;26773473625.19;23048864242.61;24259552888.97;26951648828.58;30631142226.85;31471100656.24
Ethiopia;ETH;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;7324903188.41;7707678019.32;8567890821.26;8096302367.15;9480840483.09;9848600869.57;10527338647.34;10908935748.79;11476584879.23;12175166763.29;13463868357.49;10492993077.61;8830712713.91;6927950564.56;7663984567.90;8547939730.62;8589211390.50;7818224905.55;7700833482.01;8242392103.68;8231326016.47;7850809498.17;8623691300.04;10131187261.44;12401139453.97;15280861834.60;19707616772.80;27066912635.22;32437389116.04;29933790334.34;31952763089.33;43310721414.08;47648211133.22;55612228233.52;64589334978.80;74296618481.09;81770791970.98;84269348327.35;95912590628.14
European Union;EUU;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;503752609399.19;547482260350.67;586432328718.04;653698233457.18;726176557516.17;821085900422.06;990760761713.65;1282454921466.02;1452249691939.07;1691435780213.03;1770646272343.25;2005568494443.13;2443515283124.61;2953822103547.81;3304278201967.78;2880935052248.85;2778285618525.56;2702955363034.78;2604252043352.41;2678543114320.64;3745284663925.46;4632787700842.43;5085986571203.65;5195419783931.26;6500670912427.15;6732657775959.13;7401120385590.81;6757764931003.33;7159235897836.20;8296652632379.20;8432248464466.50;7733664057856.33;7969482287145.18;7923321097094.57;7259892617357.25;7387730549105.68;8049791025743.29;9912163142683.40;11399525267353.70;11905795335412.10;12703637408891.90;14711331737881.60;16237754076873.50;14710262893228.00;14544075622068.10;15744157300202.90;14636296706794.80;15293400915549.80;15632613367402.20;13545081361696.30;13886845315710.60;14758432346844.80;15965026482630.70;15626448476438.30
Fragile and conflict affected situations;FCS;GDP (current US$);NY.GDP.MKTP.CD;17248392836.31;17969415002.27;19816815026.51;22782948594.74;20059244831.43;22034941960.66;23487908901.40;22775773526.92;24057049316.10;27052532925.88;32909291255.57;33511935983.41;38333966646.98;46938574670.02;69919168307.74;78513153478.21;92556684714.39;101521283451.82;111872625554.59;140714539027.45;175746342250.91;245604038409.36;234710725796.46;197611954208.12;177287349008.85;181447427807.71;169919032833.86;170233072496.71;179833942935.96;164856858292.83;259628018818.40;268714426364.48;267276312176.07;248507261403.79;239830869020.02;277733732779.37;287884939893.90;321383421190.86;323212581410.21;350258147397.25;412071314412.56;407655075505.10;391543851502.19;416730134398.15;518797637650.98;649000784696.81;806143150767.34;981220334496.59;1264525234630.55;1193831251702.82;1430217427154.33;1453117436183.71;1678806401944.62;1763713251391.59;1923217210047.71;1726905458298.12;1550706828001.58;1569590877815.66;1698248056693.35;1778456492418.56
Finland;FIN;GDP (current US$);NY.GDP.MKTP.CD;5224102195.53;5921659485.03;6340580854.39;6885920328.66;7766655085.79;8589340019.03;9208524504.88;9368954010.31;8823033880.33;10070766720.50;11357516987.54;12527405512.93;14743186119.87;19472363466.63;24848821490.47;29472623242.28;31849513771.35;33499799321.23;36256160288.81;44465255686.15;53645202422.70;52448332874.07;52797582336.25;50973526900.09;52888800949.74;55875863392.17;73531550551.26;91594751792.24;109058990760.48;119012054870.45;141438345513.92;127773856785.77;112532519246.08;89214114708.03;103299943084.80;134189814814.82;132129174216.93;126912152101.71;134038718291.06;135218410398.47;125706651925.56;129421029082.77;139738377564.47;171274266365.69;197116960516.51;204809103345.36;216907539831.89;256052559540.10;284553976856.60;252496526813.00;249181190476.37;275243697751.01;258304834621.61;271285280621.37;274497230802.96;234440080998.27;240607907010.38;255232257243.53;275946554578.82;269296310180.39
Fiji;FJI;GDP (current US$);NY.GDP.MKTP.CD;112328422.11;116987784.91;122906434.96;129454728.62;140032741.47;147084750.03;150603925.52;162625885.86;166952937.14;182182067.70;219878482.17;247749327.72;316650508.97;425963359.36;558589870.90;684268280.81;694552411.72;719533137.13;829239489.84;1019743927.25;1202567359.41;1235899836.18;1194015444.02;1123107276.30;1177997413.63;1141210124.83;1290228616.82;1177908191.98;1109976927.92;1182686577.23;1337024782.23;1383843860.12;1531803060.55;1635426125.31;1825285158.12;1970347720.97;2129266728.43;2093994597.22;1656784779.55;1942170999.19;1684109743.49;1660102345.60;1842691481.09;2315935752.72;2727507212.93;3006725014.78;3102741451.02;3405050611.69;3523185919.56;2870624635.68;3140508835.95;3774530615.66;3972012570.53;4190143206.26;4856963251.97;4682546881.16;4930204219.71;5353404418.66;5581393120.63;5496250694.32
France;FRA;GDP (current US$);NY.GDP.MKTP.CD;62225478000.88;67461644222.04;75607529809.93;84759195105.87;94007851047.37;101537248148.43;110045852177.93;118972977486.21;129785441507.46;141903068680.31;148456359985.83;165966615366.40;203494148244.47;264429876252.21;285552373158.76;360832186018.05;372319038514.07;410279486493.72;506707848837.21;613953129818.07;701288419745.42;615552202776.10;584877732308.61;559869179791.72;530683779929.45;553138414367.06;771470783218.11;934173305685.91;1018847043277.17;1025211803413.53;1269179616913.62;1269276828275.78;1401465923172.24;1322815612694.00;1393982750472.59;1601094756209.75;1605675086549.56;1452884917959.09;1503108739159.44;1492647560196.04;1362248940482.77;1376465324384.79;1494286655373.61;1840480812641.08;2115742488204.62;2196126103718.44;2318593651988.46;2657213249384.07;2918382891460.38;2690222283967.77;2642609548930.36;2861408170264.60;2683825225092.63;2811077725703.59;2852165760630.27;2438207896251.84;2471285607081.72;2595151045197.65;2787863958885.49;2715518274227.45
Faroe Islands;FRO;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1107882640.88;1120280381.87;1058702725.44;1147654635.46;1262669892.46;1494011567.01;1688237552.37;1727792692.89;1984445416.02;2290133548.87;2432415998.12;2268387770.71;2320424601.27;2490807830.57;2366301251.62;2627049837.08;2850743875.28;2518096285.62;2738832687.14;2905102303.53;3116887847.21;
Micronesia, Fed. Sts.;FSM;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;106500000.00;;;112210000.00;116700000.00;124700000.00;135200000.00;147200000.00;166200000.00;178100000.00;198400000.00;202500000.00;221575300.00;218534700.00;206626300.00;218873100.00;220140500.00;233271800.00;240970900.00;242517200.00;245432900.00;240236000.00;250281900.00;253541900.00;256787200.00;263145100.00;280284600.00;296944100.00;311301600.00;327248700.00;317214400.00;319271200.00;316489900.00;332265200.00;366666800.00;401932300.00;
Gabon;GAB;GDP (current US$);NY.GDP.MKTP.CD;141468977.57;167637907.38;182796536.50;154480244.25;215679855.27;226474285.59;245849781.72;271543680.28;294468564.53;318124701.05;323802475.48;381687073.06;430508357.72;722780701.12;1544216003.98;2157592936.61;3009409970.90;2809349074.18;2389479269.19;3030251116.36;4279637933.85;3862269126.93;3618007844.45;3391275731.32;3561451562.24;3339914759.37;3403638193.58;3281797038.67;3834503378.35;4186411457.46;5952293765.84;5402919956.94;5592390848.53;4378645081.02;4190819314.03;4958845906.35;5694040336.83;5326816859.00;4483417119.84;4662992036.21;5067865320.80;5023265365.25;5335451307.54;6511903657.44;7770219479.73;9582783318.39;10327598800.67;12455410055.75;15571349775.78;12113699660.68;14372591916.48;18210308748.29;17170465294.03;17595745653.37;18203968001.89;14383107714.04;14023890620.34;14929488770.73;16862282413.88;16874450215.14
United Kingdom;GBR;GDP (current US$);NY.GDP.MKTP.CD;73233967692.10;77741965703.35;81247564156.82;86561961812.32;94407558351.16;101824755078.99;108572752102.05;113116888210.79;107759910067.89;116464702803.22;130671946244.30;148113896325.14;169965034965.04;192537971582.56;206131369798.97;241756637168.14;232614555256.07;263066457352.17;335883029721.96;438994070309.19;564947710899.37;540765675241.16;515048916841.37;489618008185.54;461487097632.35;489285164271.05;601452653180.89;745162608269.33;910122732123.80;926884816753.93;1093169389204.55;1142797178130.51;1179659529659.53;1061388722255.55;1140489745944.29;1341584345905.00;1415358814352.57;1559078258022.27;1650172242464.39;1682399288141.08;1657816613708.58;1640246149417.01;1784473920863.31;2053018775510.20;2416931526913.22;2538680000000.00;2713749770009.20;3100882352941.18;2922667279411.76;2410909799034.12;2475244321361.11;2659310054646.23;2704887678386.72;2786022872706.81;3063803240208.01;2928591002002.51;2694283209613.29;2666229179958.01;2860667727551.97;2829108219165.80
Georgia;GEO;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7753501867.76;6357615894.04;3690328963.64;2701181331.31;2513870586.73;2693731865.97;3094935186.77;3510520231.21;3613498174.55;2800026339.13;3057475288.78;3219488663.77;3395728013.85;3991284895.37;5125365191.99;6410823633.25;7745394293.42;10172882370.55;12795076469.01;10766836276.56;12243505582.67;15107441446.78;16488403076.36;17189551520.98;17627003454.72;14953950557.44;15141758566.78;16242916915.72;17599700090.76;17477255545.67
Ghana;GHA;GDP (current US$);NY.GDP.MKTP.CD;1217230038.27;1302674264.20;1382515590.07;1540797516.79;1731296118.87;2053462872.38;2126300573.18;1747187539.21;1666910166.29;1962051319.26;2215029450.38;2417107708.25;2112292944.64;2465492957.75;2894409937.89;2810106382.98;2765254237.29;3189428571.43;3662478184.99;4020227920.23;4445228215.77;4222441614.97;4035994397.76;4057275042.83;4412279843.44;4504342149.43;5727602644.71;5074829931.97;5197840979.13;5251764264.27;5889174825.49;6596546195.65;6413901601.83;5966255778.12;5444560669.46;6465137614.68;6934984709.48;6891308593.75;7480968858.13;7719354838.71;4983024408.15;5314909953.93;6166330136.29;7632406552.84;8881368538.08;10744675209.90;20440893017.16;24827844949.60;28678701891.10;26048108185.05;32197272797.20;39337314809.94;41270954737.25;62405374785.51;53660342159.77;48564863888.44;55009730600.03;58998132329.62;65556464048.15;66983634223.94
Gibraltar;GIB;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guinea;GIN;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;1922600899.38;2041538057.03;2384295763.73;2432029380.44;2666616176.92;3014890569.04;3284625277.16;3279063317.63;3383218922.79;3693753379.06;3869032270.92;3783788551.08;3588376057.02;3461282293.65;2995360969.16;2829435956.52;2950198648.95;3446441698.01;3635458132.65;2937071767.26;4220019242.75;6281917655.90;6964179193.84;6716904568.76;6853467857.61;6785137172.77;7638045254.43;8376613843.27;8778473614.55;8794202443.67;8595955581.22;10324668266.59;10907214993.57;12296665331.19
Gambia, The;GMB;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;44212353.70;46695363.16;41160658.57;45168722.70;52296836.75;55728608.97;59161545.00;75187969.92;95797533.46;115182522.12;112189468.48;138094243.35;171836793.40;207114382.55;241080708.89;218764445.78;216051495.96;213446562.57;177338801.93;225724851.69;185646209.39;220626484.22;266673126.23;284119692.49;317083373.52;690314321.37;714255460.50;755042548.06;746491692.58;785996982.49;848237108.56;803630742.53;840285264.63;814723460.08;782915402.42;687408804.63;578236035.10;487038821.61;961900106.89;1027702254.39;1054113426.71;1279704744.83;1561763437.03;1450140385.97;1543292392.55;1409694553.91;1415006238.10;1375608956.10;1229460601.92;1378176868.32;1484579844.37;1504909753.29;1670670668.59;1826073739.83
Guinea-Bissau;GNB;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;78733594.84;78540057.14;87702828.57;89374237.29;98775328.95;108985740.16;112386489.01;114971207.21;122666858.79;118537875.13;110653830.72;154731969.70;165523634.50;163577538.33;138478900.63;143856253.13;130225018.75;173836362.01;164458120.31;213143016.44;243961995.51;257150374.07;226313443.75;236880821.66;235620043.50;253966922.28;270419779.42;268550998.22;206457544.50;224446663.80;370173838.65;392621385.89;417806667.08;477458598.71;532062927.38;587029054.44;592365688.05;696910810.92;868154708.52;830126469.99;849878424.23;1099818651.98;989271229.64;1046087417.97;1054915645.20;1048229629.42;1179004941.23;1350177127.55;1458868241.86;1339449165.49
Equatorial Guinea;GNQ;GDP (current US$);NY.GDP.MKTP.CD;;;9122751.45;10840095.13;12712471.40;64748333.33;69110000.00;72317446.93;67514285.71;67225714.29;66331428.57;64946954.76;65429198.24;81203226.91;94159862.71;104295643.39;103653049.94;103987520.08;;;50642880.77;36731422.85;44294647.73;44442456.95;50320914.41;62118564.85;76407396.76;93345847.73;100534663.29;88265974.58;112119406.55;110906032.08;134707184.36;136047896.16;100807001.81;141853368.26;232463036.44;442337849.47;370687618.72;621117885.67;1045998496.44;1461139022.03;1806742742.27;2484745935.09;4410764338.67;8217369092.65;10086528698.86;13071718758.74;19749893536.32;15027795173.22;16314442183.35;21357344847.50;22388345810.25;21948835350.34;21765454404.42;13185496836.41;11240809132.41;12200914929.60;13278488567.31;11026774945.34
Greece;GRC;GDP (current US$);NY.GDP.MKTP.CD;4335186016.84;4961400439.32;5213047711.43;5895278024.09;6669673257.12;7689154053.36;8591517943.60;9275600800.36;10090675902.54;11615657031.24;13139863636.36;14591750000.00;16885511363.64;22347848101.27;25351306818.18;28525876726.89;31152835820.90;36176234967.62;44270204081.63;54481876724.93;56829664268.59;52346506765.07;54617989795.92;49428873839.01;48020024183.80;47820851221.32;56379593476.14;65652750377.45;76261277924.57;79169043222.83;97891092003.44;105143232379.88;116224672863.78;108809059155.77;116601801966.29;136878365936.17;145861612400.91;143157600149.76;144428172489.34;142540728744.94;130133845586.88;136191353914.99;153830946734.43;201924269751.69;240521261484.98;247783002114.17;273317736795.89;318497937311.80;354460802695.18;330000251458.74;299361576293.33;287797821676.14;245670666767.53;239862011051.78;237029578730.03;196591353872.13;195222443844.78;203588424740.30;218138367208.80;209852761132.84
Grenada;GRD;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;71494495.19;88322386.30;102244362.22;110900457.04;115651918.89;125435590.00;131803552.22;145533310.74;167728455.19;187589522.59;215009569.63;236357523.70;267327642.22;278098762.96;300757888.89;310160444.44;309812185.19;325111814.81;342172518.52;366911444.44;392190592.59;445903592.59;482009370.37;520044370.37;520444185.19;540336925.93;591018407.41;599118592.59;695555555.56;698700666.67;758683592.59;825976037.04;771275555.56;771013259.26;778655925.93;799882259.26;842620111.11;911497407.41;997007925.93;1061631222.22;1125685185.19;1168696296.30;1210603703.70
Greenland;GRL;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;69520026.67;88570952.87;106101175.66;140153748.24;169918948.63;211194305.70;240780413.56;282269373.00;355989047.26;420642463.41;476055288.42;435746974.76;402405069.37;416183706.94;379371608.44;412876071.12;603015696.45;787392365.83;898611007.95;929796722.39;1018970364.86;1016493394.83;1037921836.95;927219728.87;1005879948.43;1208946165.93;1197509786.68;1072147778.03;1149862702.96;1131561595.14;1068030829.76;1086172922.57;1169138789.31;1558753434.43;1822486688.59;1849805732.96;2013099482.07;2249811708.95;2499107510.64;2529948329.57;2503156060.53;2684467375.71;2609667673.72;2684952726.88;2842048997.77;2499115623.00;2707146783.13;2826651925.67;3051626389.64;
Guatemala;GTM;GDP (current US$);NY.GDP.MKTP.CD;1043599900.00;1076699900.00;1143600000.00;1262800000.00;1299099900.00;1331399900.00;1390700000.00;1453500000.00;1610500000.00;1715399900.00;1904000000.00;1984800000.00;2101300000.00;2569200100.00;3161499900.00;3645900000.00;4365300200.00;5480500200.00;6070600200.00;6902600200.00;7878700000.00;8607500300.00;8716999700.00;9050000400.00;9470000100.00;9721652086.96;7231963515.98;7084399840.00;7841602824.43;8410724360.80;7650125217.35;9406097735.09;10440842165.32;11399942453.06;12983235568.23;14655404433.28;15674835615.31;17790026221.61;19395491992.99;18318412251.36;19288827158.90;18702802522.08;20776403774.12;21917430694.25;23965275794.37;27211377107.38;30231249625.13;34113107372.32;39136436613.76;37733609794.65;41338008612.77;47654783851.83;50388460924.73;52996540576.32;57852399705.13;62186186575.74;66053725049.01;71612352644.97;73118147941.27;76710355347.10
Guam;GUM;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3385000000.00;3560000000.00;3857000000.00;4197000000.00;4213000000.00;4375000000.00;4621000000.00;4781000000.00;4895000000.00;4928000000.00;5199000000.00;5336000000.00;5538000000.00;5710000000.00;5795000000.00;5851000000.00;5920000000.00;
Guyana;GUY;GDP (current US$);NY.GDP.MKTP.CD;170215248.21;185848451.26;194948375.43;175756868.69;194773376.89;213235294.12;228705882.35;250176470.59;229750000.00;249300000.00;267800000.00;282050000.00;285380952.38;307047619.05;433954545.45;494791666.67;454440000.00;449880000.00;507080000.00;530440000.00;603200000.00;570357107.14;482000000.00;489333333.33;437631605.26;453488372.09;504651139.53;354591846.94;413799990.00;379779389.71;396582263.29;348533094.81;373573141.49;454101382.49;540874934.20;621626785.92;705406001.42;749138009.56;717530683.17;694754988.26;712667896.73;712167575.62;726131434.72;743064076.79;787814379.18;824880550.34;2379818382.99;2730968913.75;3025189399.28;3165661864.67;3432913353.15;3691384743.47;4063090015.92;4167801802.58;4127664335.83;4279840361.74;4482697336.56;4748174334.14;4787635821.29;5173759527.58
High income;HIC;GDP (current US$);NY.GDP.MKTP.CD;1062852626732.78;1125076783988.64;1214493606140.27;1308308321956.35;1428041291033.08;1550792874026.22;1701229445433.81;1825273011729.85;1979372653190.22;2177716403527.36;2383122398538.67;2647378624248.81;3073900263478.58;3724938867558.95;4204727621293.91;4690534493807.89;5106785175616.34;5779025115877.84;6935265724851.54;8017511703923.48;8949167870920.69;9086307159355.98;9004227136020.19;9299471716516.94;9697265784011.89;10179105501239.70;12359840646966.00;14326219150822.80;16133956169354.20;16879725325009.80;18965140036042.70;20055226772932.60;21574250746258.40;21741527259671.10;23316514197116.50;25904394399427.10;26133421968731.40;25700594697309.80;25806892208365.10;27100981460706.30;27650770374936.60;27392718458251.50;28554305656741.20;32016046336009.30;35650217177828.50;37727652551316.00;39867880300191.10;43642947192677.70;46410909813785.80;43504219646648.20;45585671488087.10;49211742295134.10;49262520032118.80;49886888092442.60;50986874848795.00;48169284431931.20;49181225871698.30;51468319156973.60;54656884279246.10;55140634994666.10
Hong Kong SAR, China;HKG;GDP (current US$);NY.GDP.MKTP.CD;1320796651.69;1383681651.14;1612346412.26;1935298266.45;2206466461.26;2435078534.03;2489845016.65;2692474989.13;2716964388.42;3189740055.14;3800766535.62;4476001946.01;5710107420.14;8030117555.62;9388663645.76;10048022369.91;12876366008.81;15719433719.43;18315007365.97;22526035940.59;28861759209.02;31055409443.04;32291306281.82;29907091339.54;33511383985.67;35699543050.78;41075570591.93;50622571586.11;59707404560.59;68790369107.30;76928290841.87;88959620135.89;104272278634.73;120353947980.76;135812069768.65;144652912433.10;159717233621.66;177352785419.98;168886163221.57;165768095391.56;171668164082.56;169403241524.34;166349228737.39;161384522525.30;169099768875.19;181570082162.19;193536265094.36;211597405593.87;219279678430.16;214046415026.19;228637697575.04;248513617677.29;262629441493.48;275696879834.97;291459356985.34;309383627028.56;320837638328.85;341244161576.76;361696880780.76;365711532816.91
Honduras;HND;GDP (current US$);NY.GDP.MKTP.CD;335650000.00;356200000.00;387750000.00;410200000.00;457000000.00;508650000.00;549950000.00;598100000.00;646800000.00;668000050.00;723000000.00;731000000.00;802999950.00;912499950.00;1034500000.00;1124000000.00;1347999950.00;1669499950.00;3097242093.22;3544281976.29;3968160045.99;4043894878.58;4266503525.61;4476697184.86;4915311846.49;5278120712.55;5677828958.91;6190521241.46;5902717091.55;5432344901.78;4923009551.52;4648668478.57;4943700431.07;4926728932.95;4642280682.14;5347445005.21;5215028986.49;5737099650.19;6366340265.88;6414520529.62;7103507989.05;7651174661.43;7858235333.48;8230387552.23;8869311410.95;9757034456.76;10917481688.47;12361257680.56;13881701033.65;14587496229.18;15839344591.98;17710315006.00;18528601901.32;18499710127.84;19756494434.70;20979767785.21;21717622071.38;23136232229.61;24024189735.89;25095395475.04
Heavily indebted poor countries (HIPC);HPC;GDP (current US$);NY.GDP.MKTP.CD;17351436194.83;17801113629.49;19373385902.21;23373191712.64;20881706275.23;24380468450.32;26551868884.86;26004342143.37;27528215711.11;30640929795.66;32063341105.30;34550848656.13;37511660653.37;45299303604.76;55538152816.25;63196950804.87;67436645667.67;79004057436.60;91007047451.77;101937233873.32;108687424233.54;108564398272.42;108557919470.92;102864447165.55;102704029661.59;106818215361.26;122645935440.85;137709533506.72;138129336460.79;133257990158.14;137680149511.28;141188190819.53;129311436066.62;132834619032.47;117329532285.68;133653566290.25;139607486493.79;145925484526.45;153319313193.84;154974323787.07;169208402098.37;161720736406.89;173730784489.28;197095154673.36;226372231553.71;258319897190.52;306651037101.40;366214796876.08;441915410870.58;448511321762.95;490275634951.43;546434357935.13;580700670678.42;647872456883.35;683129004022.83;676805764502.93;669728831074.02;713187205161.61;759123536838.03;783061756161.73
Croatia;HRV;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22534323220.03;23846442648.97;23869243597.65;25562674678.23;23457038980.35;21633671680.87;23054778851.28;26813968850.52;34682900712.67;41587470546.79;45376744001.80;50423077102.08;60073426976.51;70234425974.05;62600093958.95;59918313669.17;62537851352.49;56580819623.85;58194069434.14;57639588805.59;49525747503.81;51601147665.81;55481644098.05;61375222347.03;60752588976.32
Haiti;HTI;GDP (current US$);NY.GDP.MKTP.CD;273187200.00;271066000.00;281896800.00;294883400.00;325281200.00;353251800.00;368948600.00;369124200.00;367968800.00;391820400.00;331200000.00;362800000.00;372000000.00;466800000.00;565400000.00;681400000.00;879000000.00;947000000.00;974200000.00;1080600000.00;1383800000.00;1479400000.00;1474200000.00;1623600000.00;1816200000.00;2009400000.00;2318000000.00;2047200000.00;2613926800.00;2736243800.00;3096289800.00;3473540601.82;2257121668.19;1878248741.05;2167564194.73;2813313278.81;2907514522.93;3338938830.02;3723909226.87;4153736347.44;6868666119.64;6364908099.76;6106867933.52;5000238128.67;6005401729.71;7049954288.94;7408787819.13;9315973989.17;10386485527.85;11269821158.98;11661585823.23;13008748131.68;13708931889.79;14498080022.63;14790765759.53;14857386163.92;13723267960.84;14213814582.79;15965670198.45;14332163266.40
Hungary;HUN;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34753569692.92;38730585922.22;40124916940.59;43166678735.22;46425677734.14;46658755151.60;47296952928.76;48706787306.26;49073380173.72;47218405892.43;53749989092.02;67608919144.37;85302003908.04;103960017914.06;112980947728.38;115577256523.60;139966001509.59;158136326477.97;130760312876.68;131916516051.99;141759722464.00;128475498380.38;135411698965.11;140765018880.63;125074286021.14;128470534117.95;142961605733.03;160418835850.91;163469042867.96
