Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
Liberia;LBR;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;874000000.00;906000000.00;927000000.00;748000000.00;897000000.00;949000000.00;1119000000.00;1373000000.00;1726000000.00;1768000000.00;1998000000.00;2398000000.00;2721000000.00;3067000000.00;3144000000.00;3177000000.00;3277826000.00;3285455000.00;3264000000.00;3070518100.00
Libya;LBY;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28901836158.19;31995012468.83;33881392045.45;30657030223.39;28607921928.82;25544128199.00;27884615384.62;30698633109.13;27249786142.00;35976714100.91;38270206950.41;34110064452.16;20481889763.78;26265625000.00;33122307692.31;47334148578.42;54961936662.61;67516236337.72;87140405361.23;63028320702.03;74773444900.54;34699395523.61;81873662518.82;65502870173.78;41142722414.34;27842131479.87;26197143268.12;37883243650.45;52607888717.95;52091152228.34
St. Lucia;LCA;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;170370370.37;194444444.44;183333333.33;197037037.04;251481481.48;284444444.44;340000000.00;375555555.56;429629629.63;486666666.67;579629629.63;613703703.70;674074074.07;684814814.81;713703703.70;762962962.96;788888888.89;805925925.93;877407407.41;921851851.85;932592592.59;892592592.59;900000000.00;987407407.41;1066666666.67;1135555555.56;1268319185.19;1336088814.81;1437731111.11;1401507888.89;1486758037.04;1576988407.41;1605146777.78;1664816740.74;1755130814.81;1808079888.89;1865375222.22;1999090407.41;2065875074.07;2122450629.63
Latin America & Caribbean;LCN;GDP (current US$);NY.GDP.MKTP.CD;81651479231.46;86450321729.48;98887359119.33;99799426620.61;111214891178.84;118563293437.02;130040207765.66;133466326898.20;143750451136.71;160979527184.75;175254712858.42;195820349696.88;219970686846.98;288103828632.95;374426217124.90;392082486846.26;435581560699.35;478739495814.94;543517945232.06;647980343698.13;780555585349.49;900089097896.24;839696082486.64;740176346086.88;747410348556.73;769881894378.13;775522746945.24;818695798785.85;923091196020.20;1007682218957.41;1179423827275.40;1450716615697.58;1371234285179.63;1576860924224.85;1802125096216.99;1921638417224.05;2079400118657.98;2279633357152.01;2300304109239.74;2075440466259.80;2292220469358.90;2242700700406.38;2012306670482.37;2055238630020.83;2368622220842.41;2864002665324.93;3356729611331.06;3954478955474.62;4595388632453.75;4319275616145.62;5354420958073.68;6087457540728.09;6150616417221.48;6301890298662.80;6425251637774.58;5529111180660.86;5398482890244.68;5995428836310.15;5823558182037.60;5733773582151.17
Least developed countries: UN classification;LDC;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;116127247844.36;117628603756.23;117159748103.67;110302268835.64;109342411733.40;121146325774.86;131369354574.94;147202809301.00;152592482976.50;155961946211.95;164015920994.63;164759025432.41;149831331198.83;148757917923.31;138116722828.42;157615304561.63;173446983424.35;182943875651.14;187302919680.72;191337591310.68;219132860723.57;209370293882.63;226976087239.47;256797044263.82;293986400780.13;344774972798.95;401743966639.46;481395417154.15;596680400396.42;601299301782.15;682180586432.27;778767083261.87;826383452265.82;901616161230.40;974055229893.73;966458681284.52;950657771886.43;1033422643377.55;1073440853752.05;1115238042585.36
Low income;LIC;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;20832018687.73;21857640201.77;25077024012.41;25988904223.26;28952361241.00;31605260910.97;37735157717.95;46983901222.91;55448739043.81;58886785629.50;68383140229.90;76808388209.53;83255754791.19;88450233286.88;91244434127.90;94116571540.85;91243971703.10;88655858614.49;92836803986.78;99319148184.06;106676562579.86;105160364303.27;103664369482.69;109176597222.76;109906542174.90;96329680353.17;96626100077.20;83301895368.31;93844997135.15;98861086919.51;105557855150.54;106743572921.05;107553546457.64;134080779174.63;125540284955.35;134731428249.52;147236910549.87;170965909878.31;200023550434.10;233739998313.93;286016615852.05;347032972247.96;357688369809.85;392094800909.49;427682679501.27;449651881090.36;492863774345.99;527424451180.53;533734870124.47;488936926500.77;503283508816.82;518428827997.30;541511926907.27
Liechtenstein;LIE;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;90098330.67;104888628.17;124941925.01;165930611.73;193983720.46;246387479.18;272493879.02;303496276.26;436918176.73;503180669.99;534701915.62;511658690.56;522090331.48;524034109.86;502617355.41;529078995.56;779365167.60;1052843347.64;1161757671.02;1120000916.93;1421466239.56;1484152022.32;1631197909.26;1673104493.77;1948118227.68;2428461395.35;2504033252.43;2298410390.68;2479721340.87;2664026095.06;2483953102.79;2491822706.80;2688630822.53;3070691319.52;3454362685.97;3659251525.86;4000239272.61;4601299566.81;5081432924.01;4504549214.23;5082366478.09;5739977477.48;5456009384.66;6391735893.84;6657170923.38;6268391521.20;6237264055.21;6552858738.70;6876981286.43;
Sri Lanka;LKA;GDP (current US$);NY.GDP.MKTP.CD;1409873949.58;1444327731.09;1434156378.60;1240672268.91;1309747899.16;1698319327.73;1751470588.24;1859465020.58;1801344537.82;1965546218.49;2296470588.24;2369308600.34;2553936348.41;2875625000.00;3574586466.17;3791298145.51;3591319857.31;4104509582.86;2733183856.50;3364611432.24;4024621899.58;4415844155.84;4768765016.82;5167913302.17;6043474842.77;5978460972.02;6405210563.88;6682167119.57;6978371581.26;6987267683.77;8032551173.24;9000362581.58;9703011635.87;10338679635.76;11717604208.82;13029697560.98;13897738375.25;15091913883.71;15794972847.17;15656327859.57;16330814179.98;15749753804.83;16536535647.08;18881765437.22;20662525941.30;24405791044.78;28279814924.59;32350248410.82;40713812309.73;42066217871.53;56725749221.90;65292753005.47;68434409315.11;74317806538.36;79356449840.58;80604080688.58;82401038709.54;87428125557.57;88425889592.15;84008783756.07
Lower middle income;LMC;GDP (current US$);NY.GDP.MKTP.CD;88589514458.33;94334232344.51;96647153559.17;107939173445.76;121808682645.71;131176268028.17;119199209070.08;127022268461.48;135037875249.80;149529698613.84;165776176535.67;172420079410.71;184082598203.75;216153355883.18;271792206396.15;298864936809.44;316390545404.57;357641999730.86;406147577022.24;475541433746.86;583832062494.71;721118860166.43;713165257209.79;676881978898.78;653427514528.57;692516937171.72;727586633965.49;796178878826.18;818710318145.93;809920571844.48;871393976755.96;805828577211.97;837905949117.01;812139327000.58;866010080817.11;962036489818.29;1055453998882.66;1105940134155.66;1108973426240.26;1166656380251.27;1219872747378.81;1239154485516.69;1308783882022.83;1492456156757.32;1732763270317.72;2021662446289.12;2377076124512.06;2912589317383.05;3262222131308.98;3291529478531.37;3931119157586.87;4422887680134.85;4668067570340.34;4918038585627.84;5226217431859.36;5182268735537.23;5360983734802.03;5768755648290.69;6007305623255.79;6334933300545.64
Low & middle income;LMY;GDP (current US$);NY.GDP.MKTP.CD;325099927430.57;313340015961.49;327807415688.22;353180139528.58;392961699422.00;432947252588.68;448171532827.08;460424754609.95;486690968162.14;543904133962.13;596658193407.28;643573689338.17;719547404061.76;909710261353.18;1162495618898.13;1285018185820.06;1390006207811.19;1563205524065.15;1696713000263.53;2018074765684.74;2370183563042.23;2672898944508.07;2643647507461.95;2558419230686.41;2585202092582.02;2723430605011.49;2817423664816.89;2885773056117.30;3103238330980.96;3201565874801.69;3652981595853.38;3903452378101.88;3862381698311.00;4104853549433.56;4442364526869.70;4969497003692.33;5429007583106.15;5749833845258.85;5577615667951.34;5449723049032.19;5962901993726.63;6028839393057.91;6147806847111.29;6920691311799.27;8213869482219.76;9788918474528.64;11634610895265.30;14391446813522.70;17275080953606.10;16903708460484.40;20544018356783.80;24257492259031.40;25911940008002.90;27445087282780.40;28483329039856.00;27066524748193.70;27200380589510.30;29869835182245.50;31817960829724.90;32643456410262.60
Lesotho;LSO;GDP (current US$);NY.GDP.MKTP.CD;34579308.41;35699286.01;41859162.82;47039059.22;51938961.22;54878902.42;56698866.02;59260814.78;61444771.10;65966680.67;68738625.23;76482102.91;80915831.92;121181556.20;150846210.45;149560513.86;147654093.84;193307267.71;266559337.63;290142517.81;431561376.48;434188034.19;348746822.62;386699308.86;333158476.24;268626912.55;318862888.40;402774852.65;470389179.68;495404888.09;596415104.55;704329192.77;831033941.09;835592802.28;878250450.60;1001889856.91;946123275.88;997996028.65;928458205.96;912771290.61;887295267.88;825706961.24;775780697.68;1157832934.55;1511236655.52;1682350934.85;1800105589.60;1716262753.00;1758534994.92;1773199523.23;2269525779.39;2622336147.88;2526185314.17;2421470018.24;2499803984.26;2372280102.52;2165408359.17;2405289384.41;2575892261.54;2376328637.26
Late-demographic dividend;LTE;GDP (current US$);NY.GDP.MKTP.CD;183150660895.47;169124074917.57;177434203263.16;192307123717.29;212141767658.99;236617311165.90;262726379862.74;265403186694.89;270926798126.70;302764187912.32;343951951716.95;382967978970.54;439474680237.10;558357494253.50;657573326248.56;722613729049.35;788427473599.19;915212566070.64;953544177925.61;1139355803857.25;1291503623811.93;1369012577113.16;1400681839698.67;1294249918533.18;1362710475199.77;1456727048822.77;1549301318488.80;1633053792939.54;1799046422342.28;1906328036948.94;2034408442230.46;2240030014952.48;2090656241063.01;2168865619242.31;2470238318329.89;3017830421844.52;3327862315461.88;3484379583205.56;3354123568188.06;3098867248611.22;3403054685730.95;3517448174009.34;3726385884789.05;4246948061198.50;5106203685812.68;6163706885030.23;7439481720776.01;9373016827175.37;11652615329009.10;11261250039616.70;13506370201602.50;16458769415923.90;17607169172335.60;18977342818570.60;19698463710450.90;18471432307959.40;18516557706974.80;20547417514605.10;22508844559569.00;22920380253104.70
Lithuania;LTU;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7867140395.34;8382519637.46;10118631851.53;11239547690.98;10971583944.76;11524776866.64;12237388001.73;14259781159.01;18781721376.20;22627507451.56;26097677571.84;30183575103.53;39697891351.94;47797551587.88;37388122046.15;37138464732.98;43582248869.61;42943442157.77;46514471181.93;48574531941.92;41418872976.12;43018087237.57;47758736931.78;53722883091.35;54627411860.47
Luxembourg;LUX;GDP (current US$);NY.GDP.MKTP.CD;703925705.94;704145671.35;741509480.80;791140595.77;903158753.94;921600736.30;968440149.47;974721762.54;1066447130.82;1234878980.50;1509155304.56;1572311184.48;1968733388.32;2701874353.14;3295860604.81;3233432050.02;3544268547.54;3922895891.95;4884868707.57;5711458447.99;6232005793.90;5231808996.09;4764549708.64;4683697830.37;4594891790.00;4738559684.76;6921264222.50;8614215018.91;9750161272.63;10391504914.00;13229247947.85;14321878322.50;16065740276.04;16486900652.99;18325790933.20;21588170498.08;21776609771.99;19731912494.36;20209122027.12;22235929043.26;21263514833.24;21272418791.95;23616328816.11;29557325056.43;34685281847.53;37347394602.66;42414308116.92;50888134410.07;55849686538.74;51370543206.45;53212476812.30;60004630234.41;56677961787.07;61739352212.30;66103853236.76;57744457954.73;60691483443.12;64181944722.73;70919958015.52;71104919108.14
Latvia;LVA;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5785775812.89;5969114344.05;6521609000.73;7159169546.05;7525408359.36;7949253765.93;8351415939.11;9545172805.82;11749456401.43;14401882398.86;16959313005.60;21517445447.71;31004884420.74;35756225698.00;26317286627.75;23877564355.99;28619991391.75;28330632928.56;30432796305.70;31329367172.74;27239653843.50;28052325862.05;30458763245.51;34416012859.19;34102913582.42
Macao SAR, China;MAC;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;1130457130.01;1121486562.53;1292281653.68;1348827324.10;1517496131.38;1941246972.46;2269233639.28;2683254708.17;3220920084.78;3735117374.41;4879018601.91;5625533410.31;6265844252.10;6996034037.00;7122539666.60;7211264780.01;6742367273.27;6490571703.85;6720492405.84;6811227982.82;7322677820.10;8195033162.12;10585624890.93;12092222041.92;14789661809.18;18340447243.00;20917444919.64;21475520709.39;28123640998.73;36709860068.34;43031577366.43;51552075901.52;55347998647.82;45361678146.52;45387299721.08;50751059058.06;55084050789.72;53859116535.53
St. Martin (French part);MAF;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Morocco;MAR;GDP (current US$);NY.GDP.MKTP.CD;2037150716.33;2025689536.61;2379606422.29;2657247327.34;2798339768.80;2948325264.30;2876395613.08;3046339294.54;3271415868.00;3651615453.02;3956328426.04;4356633663.37;5074117544.77;6242177798.34;7675408485.51;8984824182.60;9584323309.12;11049896742.39;13236854105.17;15912133569.29;21728770055.38;17788171722.44;17692341358.13;16251460689.33;14824728528.46;14991283215.74;19462175321.82;21765261041.73;25705296183.50;26314220188.03;30180108561.93;32285388165.30;33711069430.78;31655473663.83;35604137422.58;39030285468.38;43161452678.44;39147844526.08;41806219378.62;41632027599.85;38857251336.34;39459581217.38;42236836820.62;52064058833.97;59626020162.38;62343022650.87;68640825480.92;79041294874.46;92507257783.57;92897320375.82;93216746661.60;101370474295.11;98266306615.36;106825649872.11;110081248587.37;101179808076.36;103311649248.02;109682728023.11;118096227400.09;119700325461.94
Monaco;MCO;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;293073868.02;327651487.96;402460333.24;523552815.12;563939670.70;711922994.23;735339911.94;811250927.39;1000535735.39;1209898293.46;1378130995.66;1205166025.52;1143229071.78;1092551781.01;1037314956.25;1082851076.52;1515209588.24;1839095595.26;2000674667.08;2010116851.20;2481316053.85;2480497538.55;2737067001.76;2574440022.98;2720297793.29;3130270895.14;3137848801.04;2840182220.99;2934578821.11;2906009307.67;2647883815.58;2718868306.01;2968987019.23;3601321064.55;4137913500.00;4203084193.51;4582988332.71;5867916780.73;6476490405.74;5451653237.01;5367625613.15;6088808463.25;5743029680.07;6555983530.35;7069616048.89;6261622101.41;6472990923.18;6431314957.07;7188238072.74;
Moldova;MDA;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1752979926.41;1695122173.91;1930081168.83;1698717504.66;1170782957.37;1288429391.80;1480673594.06;1661818168.42;1980907434.77;2598249555.90;2988348836.47;3408244549.20;4401189466.14;6054849884.53;5439422031.40;6974960345.37;8414360656.30;8709165249.27;9496684701.43;9510219299.50;7745231660.33;8071480540.86;9669759987.03;11456717193.25;11968713370.50
Madagascar;MDG;GDP (current US$);NY.GDP.MKTP.CD;673081724.08;699161943.86;739286906.85;759345862.97;802482182.92;833563472.16;900264583.69;956436931.14;1031669636.36;1056391054.54;1111859569.77;1199507629.99;1341590681.59;1653062347.36;1917508190.05;2283049233.29;2181844193.93;2358930406.43;2669755115.51;3463565881.42;5201818349.00;4759333969.85;4784977348.97;4686457013.06;3905938480.82;3802557894.91;4347989798.83;3212900560.81;3189456961.28;3175638332.54;3931334870.75;3254713056.02;3714967007.19;4063298919.29;3522226902.76;3838101052.21;4931861239.08;4262965281.58;4401967499.26;4277903780.29;4629247090.98;5438332738.10;5351701534.16;6372498719.85;5064732715.73;5859269849.15;6395712392.24;8524620739.24;10725137478.00;9616879920.51;9982711030.26;11551821062.33;11578978052.88;12423557906.92;12522959157.23;11323023786.57;11848615018.41;13176313233.20;13853433947.62;14114631280.68
Maldives;MDV;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;42463576.16;44781456.95;47935843.79;57829787.23;109503546.10;127154929.58;141902097.90;141268980.48;168610478.36;189535398.23;215089005.24;244468292.68;284853358.56;322326642.34;355884383.09;398988954.97;450382327.95;508223602.38;540096397.62;589239753.61;624337145.28;870179738.56;897031250.00;1052121054.69;1226829562.50;1163362437.50;1575200390.63;1868383460.94;2271646187.50;2345294875.00;2588176054.69;2774351760.03;2886170571.70;3295011381.75;3697351594.22;4109447297.01;4379115587.83;4754352301.41;5299773145.09;5642179170.46
Middle East & North Africa;MEA;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;32445755177.41;36100200677.95;41548379213.73;47904652815.70;58587036259.78;78724977480.46;142858478714.17;155968636005.82;193699337909.06;224547430718.67;238550818974.83;311693063035.40;401515696459.69;415029526988.83;415854960509.13;422990178272.36;428985101136.93;436076402604.48;446893633997.63;411176883455.84;408649223153.51;420904183543.21;550964012809.01;554959771719.36;604041562131.27;608278483180.35;634164099962.90;709080381693.99;802681935869.16;832787572355.93;809389985074.72;866726694610.53;966793939323.55;969438036629.25;963814850177.69;1086468754425.90;1271705954152.05;1530654274870.94;1791625527738.06;2124014664519.27;2655740468950.13;2372559331529.02;2768051385032.86;3280524945926.26;3576379622626.96;3548728301289.72;3569880025466.93;3143961312693.31;3155520650807.12;3272607336333.91;3566140736118.84;3649607782728.21
Mexico;MEX;GDP (current US$);NY.GDP.MKTP.CD;13040000000.00;14160000000.00;15200000000.00;16960000000.00;20080000000.00;21840000000.00;24320000000.00;26560000000.00;29360000000.00;32480000000.00;35520000000.00;39200000000.00;45200000000.00;55280000000.00;72000000000.00;88000000000.00;89025974025.97;81814159292.04;102500000000.00;134561403508.77;205139086956.52;263959336734.69;184609157801.42;156159198584.51;184261495828.37;195219789801.48;134550096436.74;147540738281.82;181611549975.80;221400669713.59;261253582805.95;313142768453.49;363157598242.27;500736065605.34;527813238126.28;360073909243.86;410975595310.16;500413483109.18;526502129378.28;600232874042.93;707906744574.64;756706300589.79;772106378935.38;729336319677.45;782240601984.76;877476221382.10;975387131716.09;1052696282278.87;1109989063586.62;900045350649.35;1057801295584.05;1180489601957.61;1201089987015.45;1274443084716.57;1315351183524.54;1171867608197.72;1078490651625.31;1158913035796.37;1222348807283.20;1268870527160.03
Marshall Islands;MHL;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;31020000.00;34918000.00;41749000.00;45144000.00;43879000.00;55989000.00;62983000.00;70688000.00;72798000.00;78476000.00;82507000.00;91063000.00;99461000.00;108071000.00;120230000.00;110858000.00;110705600.00;112279400.00;114326300.00;115347500.00;122824000.00;131738200.00;131398500.00;133806400.00;141922500.00;145474100.00;153884600.00;153135800.00;151772600.00;162164700.00;174332100.00;182874800.00;187707400.00;184689500.00;184599600.00;200558400.00;212881000.00;221278000.00;
Middle income;MIC;GDP (current US$);NY.GDP.MKTP.CD;312137635870.49;300150437356.54;312904080496.36;334266843293.86;377766913740.41;415008741502.30;428833530307.13;441503743146.29;466834396963.12;521143639802.58;573022918978.50;617280136741.37;690814883675.77;875316640314.23;1119620176768.88;1234567874350.25;1336384126144.46;1501023970598.13;1626972191543.77;1942171219758.03;2289153486021.14;2588799413003.36;2556955841811.50;2474375758587.70;2503494024747.72;2637860379831.60;2725950251476.59;2787510665256.88;3006143573900.52;3104934432325.40;3549400309645.42;3798460031252.32;3769379408248.12;4011082245154.02;4359318406272.52;4876026404426.32;5330052508865.65;5644293852340.81;5471486665226.27;5343217505800.49;5832220849562.27;5905406963460.62;6016115403111.82;6776422314640.55;8046038356510.22;9592233765422.72;11404413242752.20;14109480660683.80;16933828714173.20;16555404821293.20;20154557259462.80;23825657402234.90;25456336153963.00;26949417332375.60;27956218907118.60;26539231023472.80;26707878448640.10;29355518486024.90;31284038166251.00;32087932735521.40
North Macedonia;MKD;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4699646643.11;4938775510.20;2436849341.98;2682456896.55;3556581986.14;4680078740.16;4651453634.09;3928975903.61;3756208791.21;3863743409.49;3772851420.25;3709637829.95;4018365247.44;4946292774.79;5682719260.08;6258600713.83;6861222331.96;8336478142.09;9909548410.83;9401731495.72;9407168702.43;10494632699.39;9745251126.01;10817712138.95;11362272837.88;10064515432.03;10672471860.72;11307058382.34;12683073866.11;12547040498.91
Mali;MLI;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;275494520.14;343771964.66;339913833.10;359772363.26;430096738.37;486617332.39;563683660.31;538747268.33;830710615.18;939227993.66;1049838492.56;1222702356.11;1595423285.65;1759690811.61;1538972158.18;1333754034.23;1297765448.50;1232932008.14;1392195933.34;1852163474.55;2090629722.64;2169040741.56;2181821902.44;2681912030.49;2724131545.17;2830673388.82;2818280876.08;2081846482.75;2706425298.37;2780422212.27;2697105694.08;2920358586.75;3439463140.36;2954129565.83;3465305993.48;3889758023.74;4703504466.53;5444474268.42;6247496491.29;6905876385.35;8145694631.88;9798741073.86;10190945007.30;10689167195.34;12995074801.06;12441946098.40;13242680704.60;14364859445.88;13104802016.20;14025944550.38;15365627045.09;17070758732.20;17279566718.61
Malta;MLT;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;250721821.55;264579879.78;295118249.32;345602025.38;376094108.48;474620439.58;527936988.79;625573345.53;793675169.88;1001300838.32;1250242107.88;1243469360.57;1234518125.00;1165771369.01;1101828568.77;1117835285.51;1435079200.35;1751247763.42;2019474244.19;2118574772.11;2547163582.33;2750041434.26;3021910216.72;2709178326.78;2998570146.54;3720400496.11;3822882839.29;3793418472.20;4010571271.37;4121350758.89;4069515556.79;4088368961.76;4470446352.33;5448415539.81;6098092511.83;6416184235.84;6778324087.14;7925371458.81;9090406749.53;8696366868.92;9035932177.78;9638916472.15;9462238256.98;10551661220.18;11626281449.59;11091434435.23;11665231192.30;13146963159.12;14750790658.40;14989415684.12
Myanmar;MMR;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8905066163.59;6477790688.23;6777632512.08;10467109977.67;10567354056.40;11986972418.51;14502553709.83;20182477480.55;31862554101.94;36906181380.81;49540813342.48;59977326085.99;59937797559.33;60269734044.53;65446199787.84;67822772707.10;67184236746.57;68945867477.61;76168043981.59;76085852617.14
Middle East & North Africa (excluding high income);MNA;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;291971696049.13;298968224507.15;340930725512.83;395333227315.75;406052927306.61;412136964933.44;435869595425.08;451663956562.16;466336846350.01;450773920225.17;508946757945.53;593345806795.53;698843530014.61;811977171056.04;1003231089320.68;1243192298119.87;1200037635630.84;1384800137552.85;1566916852595.94;1729643567215.21;1619240456887.95;1599403833225.15;1440212700192.34;1459985957527.77;1436549350150.36;1520424748698.99;
Montenegro;MNE;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;984297589.36;1159869245.93;1284685050.52;1707710053.15;2073234417.68;2257174480.79;2721903148.91;3680711743.77;4545674527.61;4159330369.55;4142931812.78;4544575151.99;4087561649.51;4464502433.55;4587741791.11;4053097851.45;4373958353.53;4844606145.77;5504255213.58;5542577964.98
Mongolia;MNG;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;2310099100.00;2552401933.33;2725736633.33;2098734600.00;2186505475.00;2896178866.67;3020611600.00;3204461566.67;3576966800.00;2560785660.00;2379018326.32;1317611863.85;768401634.15;925817092.22;1452165005.24;1345719472.36;1180934202.84;1124440248.98;1057408588.68;1136896123.61;1267997934.31;1396555719.97;1595297355.78;1992066808.10;2523471532.01;3414055566.11;4234999823.31;5623216448.87;4583850367.89;7189481824.07;10409797649.31;12292770631.20;12582122604.19;12226514722.09;11749620619.60;11186734674.38;11425755279.54;13108769495.74;13996719329.41
Northern Mariana Islands;MNP;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1284000000.00;1239000000.00;1210000000.00;1061000000.00;990000000.00;938000000.00;939000000.00;795000000.00;799000000.00;733000000.00;751000000.00;782000000.00;845000000.00;931000000.00;1250000000.00;1601000000.00;1323000000.00;
Mozambique;MOZ;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3633406064.83;2588625092.54;2676425527.07;2742148398.93;2843489764.65;3856799844.16;4648832184.07;5263877520.08;5976408043.77;5656473652.41;5398568543.63;5677003239.29;6303391143.83;7631120533.36;8542070109.71;9176889070.42;10450843291.29;12556195188.60;11914471497.15;11104648673.00;14381552432.95;16350804543.05;16974320551.02;17716084107.59;15950969018.95;11936999283.18;13219084261.37;14845870050.71;15291448211.60
Mauritania;MRT;GDP (current US$);NY.GDP.MKTP.CD;;159213462.49;164271590.84;168186331.27;224495789.27;255340526.75;266533659.16;282615367.46;311396000.32;295062138.07;309405316.06;335569088.72;391669449.25;493237544.35;613010958.15;703378653.35;775046377.59;799029666.59;804629876.77;951900945.20;1047924649.12;1105495368.38;1108776010.26;1165170625.66;1074373735.45;1009723326.32;1186628778.51;1344665270.69;1414951854.06;1450647019.21;1506914407.82;2133693477.88;2164292208.17;1847350611.72;1944876755.01;2091731420.69;2132081881.91;2072001066.82;2032345831.83;1985924386.91;1779521109.91;1746064718.79;1777058592.99;2051147606.74;2362501023.24;2936019525.60;4008583967.93;4328063511.14;5138471610.17;4725200357.56;5628882266.38;6764635686.79;6728208836.22;7223063169.73;6592537781.82;6166857628.62;6398744505.08;6758390728.72;7049169770.86;7600656943.98
Mauritius;MUS;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;704033525.41;823634464.91;1015365145.30;1211141231.12;1131788191.51;1142393554.52;1078408829.62;1090276947.26;1040557089.34;1076121094.38;1462900255.45;1880852914.23;2134517067.65;2181930254.82;2653480001.35;2856890680.60;3224267547.81;3263368410.02;3558137040.38;4040345933.29;4421943910.50;4187367601.73;4169664285.39;4343710332.81;4663313620.02;4613630622.78;4841310239.64;5816553826.86;6578844486.06;6488750452.60;7028803365.70;8150138757.16;9990370016.31;9128843109.16;10003670690.35;11518393367.24;11668685524.13;12129642296.44;12803445933.59;11692287066.38;12232463655.57;13259351418.45;14181951058.51;14048430518.56
Malawi;MWI;GDP (current US$);NY.GDP.MKTP.CD;162956740.87;174576508.47;183116337.67;190816183.68;194736105.28;229455410.89;260394792.10;269814968.24;245169806.79;265810632.43;290531621.26;365386929.84;406062874.25;444281703.89;548621017.59;613220652.93;670317634.17;806290840.62;949034016.83;1058269065.98;1237655461.15;1237685691.95;1180104216.01;1223186840.31;1208008985.43;1131347798.27;1183654827.79;1183094127.77;1379924257.21;1590215582.53;1880771556.30;2203545856.67;1799517081.56;2070636935.59;1181802596.03;1397457932.31;2281034131.36;2663234933.90;1750584265.29;1775921718.11;1743506531.33;1716502862.30;3495748397.63;3208837077.25;3476094498.88;3655909664.14;3998020176.67;4432937045.80;5321012192.34;6191127665.20;6959655570.89;8004000737.31;6028487928.83;5518880768.58;6047813437.32;6373212640.85;5433040159.89;6303292264.19;6917301908.63;7666704427.01
Malaysia;MYS;GDP (current US$);NY.GDP.MKTP.CD;1916241996.60;1901868548.28;2001502678.69;2510126747.68;2674441395.53;2956356984.19;3143538481.64;3188945511.56;3330393309.81;3664575983.27;3864170913.37;4244340333.52;5043268548.73;7662996766.67;9496074114.08;9298800799.47;11050125904.94;13139397879.17;16358376511.23;21213672089.20;24488033442.05;25004557093.88;26804401815.53;30346788437.51;33943505717.70;31200161095.45;27734562640.43;32181695507.22;35271880250.50;38848567631.42;44024178343.01;49143148094.27;59167550162.96;66894837030.42;74478356957.78;88705342902.71;100855393910.49;100005323301.87;72167498980.84;79148421052.63;93789736842.11;92783947368.42;100845526315.79;110202368421.05;124749473684.21;143534102611.50;162691238209.48;193547824063.30;230813897715.69;202257625195.06;255016609232.87;297951960784.31;314443149443.15;323277158906.98;338061963396.38;301354803994.37;301255380276.26;319112136545.44;358715057123.74;364681367531.68
